5843~Merkúr (rozlišovacia stránka)~ prvá planéta slnečnej sústavy, pozri Merkúr~sk.wikipedia.org/wiki/Merkúr~ boh obchodu v rímskej mytológii, pozri Merkúr (boh)~sk.wikipedia.org/wiki/Merkúr_(boh)~ film z roku 1999 (''Mercury Rising''), pozri Merkúr (film)~sk.wikipedia.org/wiki/Merkúr_(film)~ Merkur~sk.wikipedia.org/wiki/Merkur
5866~Mars (rozlišovacia stránka)~ štvrtá planéta slnečnej sústavy, pozri Mars~sk.wikipedia.org/wiki/Mars~ boh vojny v rímskej mytológii, pozri Mars (boh)~sk.wikipedia.org/wiki/Mars_(boh)~ príslušník germánskeho kmeňa Marsov, pozri Marsovia~sk.wikipedia.org/wiki/Marsovia~ sovietsky kozmický program, pozri Program Mars~sk.wikipedia.org/wiki/Program_Mars~ tyčinka Mars, pozri Mars (tyčinka)~sk.wikipedia.org/wiki/Mars_(tyčinka)~ symbol, pozri Mars (symbol)~sk.wikipedia.org/wiki/Mars_(symbol)~ román Bena Bovu, pozri Mars (Ben Bova)~sk.wikipedia.org/wiki/Mars_(Ben_Bova)~ americký rapper, pozri Mars (raper)~sk.wikipedia.org/wiki/Mars_(raper)~ krycí názov druhej rževsko-syčovskej ofenzívy, pozri druhá rževsko-syčovská ofenzíva~sk.wikipedia.org/wiki/druhá_rževsko-syčovská_ofenzíva~ značka cigariet, pozri Mars (cigarety)~sk.wikipedia.org/wiki/Mars_(cigarety)
5871~Saturn (rozlišovacia stránka)~ šiesta planéta slnečnej sústavy, pozri Saturn ~sk.wikipedia.org/wiki/Saturn~ hmlovina, pozri Saturn (hmlovina)~sk.wikipedia.org/wiki/Saturn_(hmlovina)~ starorímsky boh úrody a času, pozri Saturn (boh) ~sk.wikipedia.org/wiki/Saturn_(boh)~ americká nosná raketa a jej jednotlivé verzie, pozri Saturn (nosná raketa)~sk.wikipedia.org/wiki/Saturn_(nosná_raketa)~ americká automobilka, pozri Saturn (automobilka)~sk.wikipedia.org/wiki/Saturn_(automobilka)~ krycie meno plánovanej sovietskej ofenzívy pri Stalingrade cez 2. svetovú vojnu, pozri operácia Saturn~sk.wikipedia.org/wiki/operácia_Saturn~ značka obchodných domov s elektronikou, pozri Saturn (obchodný dom)~sk.wikipedia.org/wiki/Saturn_(obchodný_dom)
6088~Venuša (rozlišovacia stránka)~ druhá najbližšia planéta k Slnku v slnečnej sústave, pozri Venuša~sk.wikipedia.org/wiki/Venuša~ starorímska bohyňa lásky, symbol ženskej krásy, pozri Venuša (bohyňa)~sk.wikipedia.org/wiki/Venuša_(bohyňa)~ v archeológii: mladopaleolitická plastika v podobe istého typu ženy, kulúrny prejav kromaňonca, pozri venuša (soška)~sk.wikipedia.org/wiki/venuša_(soška)~ v alchýmii: názov pre meď|medi (pretože jej meno je odvodené od Cypru, ostrova bohyne Venuše)~sk.wikipedia.org/wiki/meď~ symbol Venuše, pozri Venuša (symbol)~sk.wikipedia.org/wiki/Venuša_(symbol)~ Venus~sk.wikipedia.org/wiki/Venus
6507~Mesiac (rozlišovacia stránka)~ prirodzená družica planéty, pozri mesiac (družica)~sk.wikipedia.org/wiki/mesiac_(družica)~ vesmírne teleso obiehajúce okolo Zeme, pozri Mesiac~sk.wikipedia.org/wiki/Mesiac~ časová jednotka, pozri mesiac (časová jednotka)~sk.wikipedia.org/wiki/mesiac_(časová_jednotka)
6727~Neptún (rozlišovacia stránka)~ ôsma planéta slnečnej sústavy, pozri Neptún~sk.wikipedia.org/wiki/Neptún~ starorímsky boh mora a riek, pozri Neptún (boh)~sk.wikipedia.org/wiki/Neptún_(boh)
6731~Pluto (rozlišovacia stránka)~ trpasličia planéta slnečnej sústavy, pozri 134340 Pluto~sk.wikipedia.org/wiki/134340_Pluto~ starorímsky boh podsvetia, pozri Pluto (boh)~sk.wikipedia.org/wiki/Pluto_(boh)~ animovaná postava vytvorená Walt Disney|Waltom Disneym, pozri Pluto (Disney)~sk.wikipedia.org/wiki/Walt_Disney~ skratka z '''P'''ipe '''L'''ine '''u'''nder '''t'''he '''O'''cean – podmorské potrubie položené v roku 1944, pozri Pluto (potrubie)~sk.wikipedia.org/wiki/Pluto_(potrubie)
6734~Jupiter (rozlišovacia stránka)~ piata planéta našej slnečnej sústavy, pozri Jupiter~sk.wikipedia.org/wiki/Jupiter~ najvyšší boh v rímskej mytológii, pozri Jupiter (boh)~sk.wikipedia.org/wiki/Jupiter_(boh)~ balistická a nosná raketa Spojených štátov, pozri Jupiter (balistická raketa)~sk.wikipedia.org/wiki/Jupiter_(balistická_raketa)~ prieskumná raketa Spojených štátov, pozri Jupiter-C~sk.wikipedia.org/wiki/Jupiter-C
8237~Stupava (rozlišovacia stránka)~ mesto na Slovensku v okrese Malacky, pozri Stupava~sk.wikipedia.org/wiki/Stupava~ obec v Česku v okrese Uherské Hradiště, pozri Stupava (okres Uherské Hradiště)~sk.wikipedia.org/wiki/Stupava_(okres_Uherské_Hradiště)~ chránené územie v Česku v okrese Hodonín, pozri Stupava (prírodná rezervácia)~sk.wikipedia.org/wiki/Stupava_(prírodná_rezervácia)
10084~Pôda (rozlišovacia stránka)~ polyfunkčná vrstva na zemskom povrchu, zeminu, pozri pôda~sk.wikipedia.org/wiki/pôda~ jeden z výrobných faktorov, pozri pôda a prírodné zdroje~sk.wikipedia.org/wiki/pôda_a_prírodné_zdroje~ iný názov pre pozemky, pozri pozemok~sk.wikipedia.org/wiki/pozemok
